date,title_neg,title_neu,title_pos,title_compound,content_neg,content_neu,content_pos,content_compound,comments_neg,comments_neu,comments_pos,comments_compound
2022-03-03,0.05872222222222222,0.7836111111111111,0.15766666666666668,0.23526111111111114,0.022555555555555558,0.8762222222222222,0.10161111111111111,0.7989277777777778,0.0,0.2912777777777778,0.0976111111111111,0.3082722222222222
2022-03-04,0.061518518518518514,0.7855925925925926,0.1528888888888889,0.22349259259259263,0.023629629629629632,0.8765185185185185,0.10025925925925926,0.7954481481481481,0.0,0.30514814814814817,0.10225925925925926,0.3229518518518518
2022-03-05,0.06431481481481481,0.7875740740740741,0.1481111111111111,0.21172407407407412,0.024703703703703707,0.8768148148148148,0.09890740740740742,0.7919685185185186,0.0,0.31901851851851853,0.10690740740740741,0.3376314814814815
2022-03-06,0.06711111111111111,0.7895555555555556,0.14333333333333334,0.1999555555555556,0.02577777777777778,0.8771111111111111,0.09755555555555556,0.7884888888888889,0.0,0.3328888888888889,0.11155555555555556,0.3523111111111111
2022-03-07,0.0699074074074074,0.791537037037037,0.13855555555555554,0.1881870370370371,0.026851851851851856,0.8774074074074074,0.09620370370370371,0.7850092592592592,0.0,0.34675925925925927,0.11620370370370371,0.36699074074074073
2022-03-08,0.0727037037037037,0.7935185185185185,0.13377777777777777,0.17641851851851859,0.02792592592592593,0.8777037037037037,0.09485185185185185,0.7815296296296297,0.0,0.36062962962962963,0.12085185185185185,0.3816703703703704
2022-03-09,0.0755,0.7955,0.129,0.16465000000000002,0.029,0.878,0.0935,0.77805,0.0,0.3745,0.1255,0.39635
2022-03-10,0.0782962962962963,0.7974814814814815,0.12422222222222223,0.1528814814814815,0.030074074074074076,0.8782962962962964,0.09214814814814815,0.7745703703703704,0.0,0.38837037037037037,0.13014814814814815,0.41102962962962963
2022-03-11,0.08109259259259259,0.7994629629629629,0.11944444444444444,0.141112962962963,0.03114814814814815,0.8785925925925926,0.09079629629629629,0.7710907407407408,0.0,0.40224074074074073,0.1347962962962963,0.42570925925925923
2022-03-12,0.08388888888888889,0.8014444444444444,0.11466666666666667,0.12934444444444448,0.03222222222222223,0.8788888888888889,0.08944444444444444,0.7676111111111111,0.0,0.4161111111111111,0.13944444444444445,0.4403888888888889
2022-03-13,0.08668518518518518,0.8034259259259259,0.1098888888888889,0.11757592592592597,0.0332962962962963,0.8791851851851852,0.08809259259259258,0.7641314814814815,0.0,0.4299814814814815,0.1440925925925926,0.4550685185185185
2022-03-14,0.08948148148148148,0.8054074074074073,0.10511111111111113,0.10580740740740746,0.03437037037037038,0.8794814814814815,0.08674074074074074,0.7606518518518519,0.0,0.4438518518518519,0.14874074074074076,0.46974814814814814
2022-03-15,0.09227777777777778,0.8073888888888889,0.10033333333333333,0.09403888888888895,0.035444444444444445,0.8797777777777778,0.08538888888888889,0.7571722222222222,0.0,0.45772222222222225,0.15338888888888888,0.4844277777777778
2022-03-16,0.09507407407407407,0.8093703703703703,0.09555555555555556,0.08227037037037044,0.03651851851851852,0.8800740740740741,0.08403703703703704,0.7536925925925926,0.0,0.4715925925925926,0.15803703703703703,0.4991074074074074
2022-03-17,0.09787037037037036,0.8113518518518519,0.09077777777777779,0.07050185185185193,0.037592592592592594,0.8803703703703704,0.0826851851851852,0.750212962962963,0.0,0.485462962962963,0.16268518518518518,0.513787037037037
2022-03-18,0.10066666666666665,0.8133333333333334,0.086,0.058733333333333415,0.03866666666666667,0.8806666666666667,0.08133333333333334,0.7467333333333334,0.0,0.49933333333333335,0.16733333333333333,0.5284666666666666
2022-03-19,0.10346296296296295,0.8153148148148148,0.08122222222222222,0.04696481481481485,0.03974074074074074,0.880962962962963,0.07998148148148149,0.7432537037037037,0.0,0.5132037037037037,0.17198148148148149,0.5431462962962963
2022-03-20,0.10625925925925925,0.8172962962962963,0.07644444444444445,0.03519629629629634,0.04081481481481482,0.8812592592592593,0.07862962962962963,0.7397740740740741,0.0,0.5270740740740741,0.17662962962962964,0.557825925925926
2022-03-21,0.10905555555555554,0.8192777777777778,0.07166666666666666,0.023427777777777825,0.04188888888888889,0.8815555555555555,0.07727777777777778,0.7362944444444445,0.0,0.5409444444444444,0.1812777777777778,0.5725055555555555
2022-03-22,0.11185185185185184,0.8212592592592592,0.06688888888888889,0.011659259259259314,0.04296296296296297,0.8818518518518519,0.07592592592592592,0.7328148148148148,0.0,0.5548148148148149,0.18592592592592594,0.5871851851851851
2022-03-23,0.11464814814814814,0.8232407407407407,0.06211111111111112,-0.00010925925925919788,0.04403703703703704,0.8821481481481481,0.07457407407407407,0.7293351851851853,0.0,0.5686851851851852,0.1905740740740741,0.6018648148148148
2022-03-24,0.11744444444444443,0.8252222222222222,0.05733333333333335,-0.01187777777777771,0.045111111111111116,0.8824444444444445,0.07322222222222222,0.7258555555555556,0.0,0.5825555555555556,0.1952222222222222,0.6165444444444445
2022-03-25,0.12024074074074073,0.8272037037037037,0.05255555555555555,-0.023646296296296276,0.04618518518518519,0.8827407407407407,0.07187037037037036,0.7223759259259259,0.0,0.5964259259259259,0.19987037037037036,0.6312240740740741
2022-03-26,0.12303703703703703,0.8291851851851851,0.04777777777777778,-0.03541481481481473,0.047259259259259265,0.8830370370370371,0.07051851851851851,0.7188962962962964,0.0,0.6102962962962963,0.20451851851851852,0.6459037037037036
